customer_id,age,region,tenure_months,is_premium,monthly_spend,avg_txn_value,txns_last_30d,days_since_last_purchase,customer_service_calls,discounts_used_90d,complaints_90d,churn
5933,37,East,61,1,147.17,37.17,5,5,3,1,0,0
5934,36,South,66,1,106.78,37.74,7,81,0,3,0,0
5935,65,South,24,0,75.75,33.1,0,18,1,3,0,0
5936,34,North,40,0,61.43,27.93,3,14,1,6,0,0
5937,27,West,21,1,85.54,50.13,5,69,1,0,0,0
5938,50,East,23,0,62.74,26.92,1,19,1,2,0,0
5939,74,South,33,1,141.43,45.78,10,17,1,3,0,0
5940,28,West,4,0,51.61,33.32,2,17,0,1,0,0
5941,32,East,16,0,64.49,37.34,4,41,1,1,0,0
5942,44,West,58,0,67.19,25.2,7,36,0,2,0,0
5943,29,South,12,0,74.01,28.18,4,74,0,5,0,1
5944,55,South,45,0,69.0,22.05,2,17,2,1,0,0
5945,32,West,55,1,121.28,36.28,6,28,0,5,0,0
5946,25,West,19,1,62.68,36.72,6,68,1,2,1,0
5947,32,West,33,0,74.68,8.38,1,47,0,5,0,0
5948,71,West,63,0,63.81,23.85,4,78,0,2,0,0
5949,71,South,60,0,82.64,32.12,9,30,1,4,1,0
5950,46,North,66,1,108.69,24.2,8,2,0,0,2,0
5951,40,South,45,0,73.51,17.11,2,86,0,3,0,0
5952,64,West,63,1,104.0,44.25,2,34,1,0,0,0
5953,29,South,29,1,109.07,45.75,7,71,0,1,0,0
5954,55,East,43,0,114.12,20.03,5,48,0,5,0,0
5955,56,West,48,1,109.09,36.39,5,23,1,1,0,0
5956,58,West,70,0,82.1,24.38,2,45,2,1,0,1
5957,30,West,27,1,94.46,44.42,5,78,1,1,0,1
5958,58,East,63,0,86.19,20.73,0,23,1,5,0,0
5959,52,South,37,1,111.84,31.97,11,64,2,1,0,0
5960,67,West,8,0,68.32,35.73,3,97,0,2,0,1
5961,27,North,47,0,59.83,16.97,5,39,1,1,0,0
5962,52,North,70,1,131.47,31.02,10,33,1,4,0,0
5963,65,West,33,1,111.0,36.06,6,49,1,2,0,0
5964,33,East,39,1,121.93,47.19,8,4,1,1,0,0
5965,60,South,66,0,85.25,15.45,3,38,0,1,1,0
5966,23,North,66,1,117.51,29.32,5,81,0,0,0,0
5967,58,South,29,1,76.73,39.74,6,68,0,2,0,0
5968,52,West,54,1,106.23,40.98,9,39,0,2,0,0
5969,28,East,45,0,88.45,26.69,5,20,0,1,0,0
5970,21,South,46,1,93.46,34.07,12,35,0,1,1,0
5971,60,East,52,0,91.14,26.04,8,55,2,4,0,0
5972,31,West,24,1,94.52,22.94,10,55,2,3,0,0
5973,46,West,22,0,64.25,25.81,3,31,0,2,1,0
5974,21,South,2,0,81.96,36.86,3,37,1,2,0,0
5975,72,East,61,0,86.98,14.44,5,16,3,4,0,0
5976,49,North,20,0,71.99,18.73,7,59,5,3,0,0
5977,71,South,48,1,82.0,31.82,6,67,2,2,1,1
5978,27,North,49,0,92.29,22.33,3,66,1,1,0,0
5979,29,South,50,0,77.85,39.73,5,55,0,0,0,0
5980,52,East,62,0,105.36,17.54,1,57,1,0,0,0
5981,52,South,62,1,91.33,25.95,9,0,0,1,0,0
5982,63,North,1,1,86.96,41.17,6,68,2,3,1,1
5983,70,North,60,1,77.27,29.83,6,5,0,1,0,0
5984,64,North,15,0,76.74,31.3,4,8,0,2,0,0
5985,25,East,46,1,100.38,33.42,7,48,0,1,0,0
5986,35,North,48,1,109.99,38.67,4,41,0,1,0,0
5987,70,North,4,1,73.0,22.46,8,1,1,1,0,0
5988,49,West,21,0,56.26,28.65,4,32,1,2,0,0
5989,67,North,65,1,105.98,36.74,9,32,1,0,0,0
5990,50,West,11,1,88.38,32.96,4,89,1,3,0,1
5991,20,East,17,0,77.15,15.14,2,47,1,1,0,0
5992,44,East,6,0,67.56,26.73,6,84,0,1,0,0
5993,65,East,12,1,71.95,40.79,10,7,0,2,0,0
5994,55,North,46,0,110.57,20.75,3,90,0,0,0,0
5995,25,West,60,1,114.99,30.91,4,57,0,1,0,0
5996,29,West,43,1,92.16,41.35,7,36,2,2,0,0
5997,66,South,21,1,96.86,48.68,7,39,2,0,1,0
5998,73,East,61,0,94.34,32.52,3,29,1,2,0,0
5999,60,East,27,0,70.87,26.84,1,31,1,5,0,0
6000,23,West,23,1,87.11,33.05,8,75,1,2,0,0
6001,53,West,36,1,112.77,34.78,3,52,1,2,0,0
6002,65,North,10,1,110.92,24.4,8,53,4,0,0,0
6003,54,West,26,1,62.46,33.76,8,37,2,3,1,0
6004,51,West,57,0,106.96,33.96,4,62,0,2,0,0
6005,44,East,44,0,82.3,25.32,4,83,1,1,1,1
6006,31,North,71,0,99.05,20.0,5,117,0,3,0,0
6007,34,West,56,0,108.27,19.26,0,10,1,5,0,0
6008,60,East,26,0,33.18,24.75,5,34,0,2,0,1
6009,21,South,55,1,119.72,25.12,8,14,0,2,0,0
6010,22,West,62,0,110.24,17.73,4,79,0,2,1,0
6011,40,East,45,0,72.17,37.26,4,67,0,0,0,0
6012,62,West,55,1,86.59,26.71,9,0,1,1,0,0
6013,55,East,36,1,122.6,28.59,10,42,1,2,0,0
6014,51,South,65,1,86.15,37.33,7,6,0,2,0,1
6015,48,West,17,0,74.78,21.47,2,80,0,3,0,0
6016,24,East,31,0,90.85,25.71,5,93,2,2,0,0
6017,36,South,19,1,95.45,41.9,7,55,1,1,0,1
6018,22,South,8,1,92.47,22.62,7,48,2,2,1,1
6019,61,North,44,0,78.02,31.03,4,72,0,1,0,0
6020,60,East,9,1,91.44,30.34,6,43,0,4,0,0
6021,32,South,17,1,77.87,32.71,4,46,2,2,0,0
6022,34,West,55,0,78.82,40.38,6,78,2,1,0,0
6023,36,West,18,0,69.53,13.78,5,27,2,1,0,0
6024,68,East,62,0,67.9,29.73,6,98,0,2,0,0
6025,45,North,4,1,90.66,44.02,11,55,2,4,0,0
6026,61,East,33,1,59.29,29.53,9,49,1,1,0,0
6027,43,North,5,0,67.94,19.66,4,56,0,5,1,1
6028,57,West,5,1,89.35,32.05,7,23,2,1,0,0
6029,48,South,57,1,96.58,29.48,6,52,1,4,0,0
6030,33,West,5,0,43.99,25.53,4,53,2,3,0,1
6031,67,South,64,1,105.88,42.14,5,52,2,0,1,0
6032,58,North,43,0,91.1,22.09,6,24,1,3,0,0
6033,61,West,35,0,82.69,32.43,2,86,1,5,0,0
6034,72,South,66,0,76.33,36.21,4,54,0,4,0,1
6035,32,West,28,1,95.59,38.45,5,81,0,1,0,0
6036,23,West,29,1,98.43,39.2,3,25,1,2,0,0
6037,51,South,30,0,78.29,20.25,1,53,1,6,0,0
6038,36,South,47,1,88.7,14.02,7,55,2,2,0,0
6039,42,East,61,0,92.84,29.69,3,34,2,2,0,0
6040,31,West,39,0,93.27,31.37,5,56,1,6,0,0
6041,40,West,20,1,98.05,36.94,7,36,2,2,0,0
6042,40,South,64,1,118.17,42.28,7,70,0,2,0,0
6043,37,East,43,0,106.14,20.61,8,96,0,1,1,0
6044,60,South,60,0,92.52,29.15,1,69,0,6,0,0
6045,51,East,31,0,62.87,36.78,3,30,2,2,1,0
6046,45,West,15,1,74.92,40.33,8,77,2,3,0,0
6047,24,West,68,1,116.64,45.74,5,51,1,1,0,0
6048,50,South,49,1,82.94,45.79,11,2,1,1,0,0
6049,27,South,22,1,86.34,25.23,6,11,2,0,0,0
6050,35,North,61,0,97.46,30.75,4,66,1,1,0,0
6051,41,North,1,1,98.07,29.94,9,22,2,1,0,0
6052,26,South,67,0,70.34,16.14,2,25,0,2,0,0
6053,40,West,42,1,102.49,32.71,11,31,0,0,0,0
6054,33,South,42,0,79.98,39.03,4,26,2,0,1,0
6055,66,South,1,1,81.06,30.65,2,6,1,0,0,0
6056,67,East,13,1,88.62,20.93,7,55,0,0,0,0
6057,18,North,52,1,105.52,23.44,2,48,0,0,0,0
6058,52,North,40,1,120.88,38.83,8,75,1,1,0,0
6059,54,West,10,0,83.66,18.93,4,24,1,2,0,0
6060,39,North,48,0,116.15,8.65,2,27,0,1,0,0
6061,44,South,53,0,86.34,13.76,5,37,0,1,0,0
6062,63,East,20,1,83.84,36.34,8,3,3,2,0,0
6063,39,North,49,0,69.98,31.24,1,82,0,0,0,0
6064,21,South,70,1,107.21,31.43,6,25,0,3,1,0
6065,39,North,35,1,108.22,40.19,7,78,3,2,0,0
6066,32,South,17,0,81.53,32.32,4,18,2,1,0,0
6067,39,West,69,1,124.63,28.73,8,5,0,0,0,0
6068,31,South,65,0,82.53,24.03,1,44,1,4,0,0
6069,26,South,33,0,66.61,20.2,4,36,1,1,0,0
6070,74,South,31,1,124.85,39.31,4,2,0,1,0,0
6071,25,West,60,0,77.52,20.1,1,88,1,2,0,1
6072,58,North,1,0,81.75,15.29,5,36,4,5,1,1
6073,58,West,23,1,97.57,35.42,5,1,2,1,0,0
6074,53,South,39,1,88.51,43.88,9,32,1,1,1,0
6075,69,West,47,0,65.73,29.08,5,76,0,0,0,0
6076,18,South,45,1,92.17,43.05,8,60,1,3,0,1
6077,35,North,27,1,99.76,42.35,7,18,1,1,0,0
6078,28,South,62,0,77.36,25.34,2,29,0,6,0,0
6079,50,North,47,0,106.82,20.22,2,63,0,1,0,0
6080,54,East,39,0,76.38,18.04,6,10,1,1,0,0
6081,69,East,67,1,124.01,22.31,8,79,1,3,0,0
6082,39,East,7,0,72.8,34.52,1,17,1,3,0,0
6083,31,North,51,0,109.83,22.36,3,39,0,1,1,0
6084,70,East,66,0,86.43,11.36,4,48,2,6,0,0
6085,56,South,47,1,105.09,44.87,8,41,0,1,0,0
6086,61,West,41,0,59.48,25.75,2,28,2,2,1,0
6087,43,East,26,1,94.55,42.74,10,64,2,3,0,0
6088,43,East,20,1,107.1,32.91,7,89,1,4,0,0
6089,40,West,39,1,102.79,28.65,6,15,1,1,0,0
6090,60,East,64,1,146.69,38.57,9,27,1,1,0,0
6091,30,East,33,0,84.3,29.23,4,51,1,0,0,0
6092,73,North,9,1,76.39,32.76,8,26,0,1,0,0
6093,28,East,35,0,84.34,35.51,9,88,3,2,0,0
6094,44,South,7,0,41.55,32.56,5,74,0,4,0,0
6095,35,North,67,1,101.52,39.52,10,74,0,3,0,0
6096,54,West,38,0,60.74,16.12,10,58,2,0,0,0
6097,56,North,16,0,68.24,14.99,7,62,2,1,0,0
6098,70,East,45,1,101.59,44.59,7,63,0,2,0,0
6099,62,North,39,1,117.58,17.49,6,12,0,2,0,0
6100,32,South,37,0,77.01,24.27,5,58,1,2,1,0
6101,29,West,43,1,86.46,36.17,9,53,2,2,1,0
6102,68,North,66,0,116.39,21.08,6,38,1,1,0,0
6103,45,East,61,1,66.33,34.72,3,38,3,2,0,0
6104,23,East,19,1,90.08,38.36,6,49,0,1,1,0
6105,65,West,18,0,72.26,20.3,3,34,1,2,0,0
6106,54,North,71,1,115.35,42.05,8,81,1,0,0,0
6107,19,West,46,1,110.5,39.66,3,72,0,0,0,0
6108,62,South,2,1,82.66,33.56,6,0,3,2,0,0
6109,52,South,38,0,86.49,18.39,3,57,0,3,1,0
6110,53,South,9,0,55.47,24.27,4,10,2,2,1,0
6111,67,South,3,0,39.61,41.89,4,98,0,7,1,1
6112,46,South,14,1,86.3,28.94,3,86,1,2,0,1
6113,44,North,19,1,74.1,47.25,8,17,0,2,1,0
6114,53,South,6,0,52.07,10.96,1,84,0,4,0,1
6115,29,East,60,0,107.42,18.11,3,94,0,4,0,0
6116,26,South,32,0,99.37,20.66,5,89,0,2,0,0
6117,66,North,40,1,117.14,42.59,6,31,2,2,0,0
6118,30,South,62,0,105.36,25.44,3,2,1,0,0,0
6119,46,South,60,1,110.9,45.48,9,83,0,1,0,0
6120,33,East,59,1,124.73,32.34,2,30,0,1,0,0
6121,31,West,14,0,72.33,24.57,5,108,1,5,0,1
6122,52,East,53,0,115.71,22.37,1,75,0,5,1,0
6123,63,East,71,0,81.73,41.21,6,80,0,3,1,0
6124,43,North,1,1,90.59,26.04,3,15,2,3,0,0
6125,25,West,62,0,72.04,20.93,7,97,1,2,0,0
6126,31,South,62,1,121.18,27.18,5,9,2,2,0,0
6127,27,South,60,1,84.21,39.59,5,53,2,2,1,0
6128,68,North,29,1,76.3,25.87,9,65,1,0,0,0
6129,36,North,15,0,48.26,39.58,3,48,1,1,0,0
6130,39,West,52,0,89.78,25.65,3,24,0,2,0,0
6131,22,North,45,0,87.82,28.3,3,56,1,2,0,1
6132,43,South,52,1,142.76,38.7,4,80,1,0,0,0
6133,70,North,19,0,68.13,24.84,2,82,0,3,1,0
6134,41,West,13,0,78.09,25.97,2,46,2,4,1,1
6135,55,West,65,0,94.91,25.68,8,92,0,1,0,0
6136,28,West,37,0,88.83,29.15,3,22,0,0,0,1
6137,26,West,61,0,92.65,18.42,4,80,0,5,0,0
6138,59,West,66,0,109.49,17.06,2,68,1,2,0,0
6139,21,South,33,0,60.71,31.57,4,61,1,2,1,0
6140,43,North,19,1,52.79,34.98,6,32,2,3,1,0
6141,36,South,64,1,118.26,18.95,7,26,3,1,0,0
6142,18,South,51,1,78.42,31.2,4,74,1,1,1,0
6143,48,East,48,0,103.68,37.24,4,21,2,1,0,0
6144,72,North,69,1,106.28,33.72,7,78,1,2,0,0
6145,21,North,18,0,53.43,20.75,3,82,2,5,1,1
6146,64,East,26,0,113.51,13.04,3,36,1,0,0,0
6147,48,North,3,1,81.22,30.46,9,14,1,1,0,0
6148,59,North,28,0,70.85,15.69,2,44,1,3,0,0
6149,23,North,32,1,107.22,38.43,2,79,1,1,0,1
6150,67,East,33,0,88.73,25.39,5,29,1,2,0,0
6151,18,North,11,0,82.59,22.09,4,45,1,3,0,1
6152,69,North,58,1,89.01,28.9,8,49,0,1,0,0
6153,55,North,35,0,85.54,37.21,0,40,1,3,0,0
6154,37,East,32,1,91.6,29.36,4,67,2,4,0,0
6155,18,North,62,0,77.18,19.39,7,44,1,2,0,0
6156,52,North,35,1,98.22,33.06,5,85,1,5,0,1
6157,22,West,64,0,64.83,24.18,1,40,2,2,0,1
6158,52,West,16,0,81.84,28.86,2,76,0,4,0,0
6159,62,North,61,0,86.14,32.44,2,83,0,3,0,0
6160,33,North,71,0,88.34,31.84,1,49,1,4,0,0
6161,31,North,54,1,104.93,54.44,3,25,1,0,0,0
6162,30,East,64,1,109.49,21.46,7,67,0,1,0,0
6163,30,North,53,1,123.61,36.85,9,34,2,0,1,0
6164,24,West,43,0,65.06,20.84,3,102,1,5,0,1
6165,32,West,55,1,101.77,51.08,9,42,1,3,0,0
6166,55,East,69,0,91.25,26.4,0,62,2,0,1,1
6167,35,North,43,0,65.52,8.76,5,76,3,1,0,0
6168,62,West,49,0,86.89,28.47,7,66,0,2,0,0
6169,64,East,6,1,72.14,37.13,10,51,0,0,0,0
6170,61,West,69,0,73.44,31.06,3,63,0,3,0,0
6171,48,North,56,1,115.89,29.21,12,85,0,2,0,0
6172,36,East,12,0,89.21,27.62,4,19,1,5,0,0
6173,71,West,21,0,71.23,22.84,2,36,2,3,0,0
6174,29,West,17,1,86.95,29.63,6,26,0,0,0,0
6175,44,East,23,1,89.63,37.74,4,33,1,2,0,1
6176,43,South,63,1,103.76,36.22,11,2,1,1,0,0
6177,60,South,33,1,114.05,43.4,9,51,1,2,0,0
6178,49,East,30,1,96.41,35.22,9,86,1,0,0,0
6179,63,West,56,0,55.32,29.83,10,71,0,4,0,1
6180,70,East,27,0,91.48,15.34,1,36,1,2,0,0
6181,40,North,63,1,125.81,46.16,4,2,2,3,0,0
6182,67,North,54,1,116.02,28.78,5,23,1,0,0,0
6183,27,East,19,1,48.17,42.22,8,41,3,1,1,0
6184,70,West,45,0,82.46,27.1,0,86,1,4,1,1
6185,28,North,35,1,110.9,36.09,11,38,0,1,0,0
6186,66,South,25,0,78.19,31.08,1,10,0,1,1,0
6187,40,West,65,1,115.58,17.88,4,46,0,2,0,0
6188,72,South,29,0,87.93,20.41,4,17,1,0,0,0
6189,25,North,9,0,66.59,30.97,5,56,1,3,1,0
6190,44,South,29,0,92.55,40.38,5,23,1,4,0,0
6191,69,South,37,1,100.93,34.81,7,76,1,3,0,0
6192,20,North,9,1,85.73,15.5,9,56,1,3,0,0
6193,33,East,53,1,119.89,32.46,6,73,1,4,0,0
6194,22,East,17,1,82.52,34.52,5,48,0,4,0,0
6195,36,East,7,1,67.04,43.88,4,43,3,1,0,0
6196,40,East,39,0,79.56,25.39,3,99,0,4,0,1
6197,53,North,12,0,74.86,14.79,6,85,3,2,0,1
6198,32,North,56,1,121.88,42.71,8,4,0,1,1,0
6199,27,North,5,1,96.46,39.55,9,51,0,2,1,0
6200,27,North,30,0,73.97,19.41,8,96,2,0,0,0
6201,71,East,4,1,79.43,40.76,2,73,2,3,0,1
6202,72,North,28,0,65.12,20.63,6,55,1,2,0,0
6203,30,East,67,0,97.25,22.61,2,95,0,3,0,0
6204,29,North,47,1,78.88,30.76,13,39,0,1,0,1
6205,21,North,38,0,79.34,22.52,5,15,3,4,1,0
6206,72,North,12,1,128.75,42.25,3,27,0,3,0,0
6207,58,South,23,0,48.94,10.71,1,63,2,3,0,0
6208,61,East,28,1,96.35,43.83,9,78,0,0,0,0
6209,34,West,42,0,86.67,26.41,5,93,2,3,0,0
6210,54,North,15,0,75.1,21.88,3,79,1,3,0,1
6211,21,East,71,1,101.0,35.17,6,10,0,1,0,0
6212,56,East,47,1,111.23,27.73,6,18,0,2,0,0
6213,51,South,23,1,83.48,21.95,16,80,1,0,0,0
6214,36,North,8,0,42.59,17.95,4,30,1,3,0,0
6215,58,North,43,0,95.78,9.84,5,47,0,4,0,0
6216,54,North,32,0,85.97,14.18,4,97,0,2,0,0
6217,43,West,48,1,89.5,22.02,6,7,1,1,0,0
6218,28,South,43,0,73.34,34.79,4,82,0,3,0,1
6219,19,South,46,1,94.3,24.73,9,63,0,4,0,0
6220,71,East,60,0,65.35,24.67,3,48,1,4,0,0
6221,34,South,38,1,110.44,43.93,6,72,0,0,0,0
6222,35,East,52,0,98.0,31.8,4,59,2,2,1,0
6223,56,North,26,0,68.01,22.64,3,53,0,3,0,0
6224,32,South,67,0,93.08,22.68,2,86,1,2,1,0
6225,39,North,29,0,76.22,26.44,3,92,0,3,0,1
6226,58,North,49,1,108.17,51.9,10,23,1,2,0,0
6227,51,South,71,1,95.29,38.3,5,76,0,0,0,0
6228,55,East,25,0,79.83,30.35,0,35,1,3,0,0
6229,18,East,8,0,46.37,43.13,3,74,0,2,0,0
6230,43,East,17,0,78.72,27.22,3,44,1,3,0,0
6231,45,North,18,0,53.03,34.18,7,94,0,1,1,0
6232,54,West,5,1,63.0,38.82,5,39,2,2,0,0
6233,26,North,39,1,99.08,38.71,7,79,0,1,0,0
6234,27,West,20,1,89.24,27.29,5,86,4,1,0,1
6235,61,East,7,1,85.06,25.97,5,9,1,2,0,0
6236,56,East,10,0,51.61,20.9,2,110,0,4,0,0
6237,64,South,20,0,73.04,32.06,3,82,1,1,0,0
6238,33,East,27,0,77.95,31.68,5,70,2,1,1,0
6239,74,East,70,1,132.49,45.67,3,65,0,2,0,0
6240,33,North,50,0,87.78,24.91,2,78,0,2,0,0
6241,55,West,51,0,76.51,29.3,3,66,2,2,0,0
6242,27,North,50,1,84.79,39.34,8,46,1,2,0,0
6243,70,South,58,0,66.05,24.14,1,114,2,0,0,0
6244,36,East,23,0,76.34,22.43,9,19,1,6,1,0
6245,63,West,8,1,95.9,23.12,8,35,0,4,0,0
6246,36,South,37,0,65.15,23.78,6,28,1,7,0,0
6247,63,North,1,0,64.33,24.17,5,38,1,3,1,0
6248,43,South,16,1,85.39,44.08,2,37,2,1,0,0
6249,21,North,54,0,97.77,34.86,4,54,1,3,0,0
6250,28,South,36,1,110.99,36.17,7,35,0,0,0,0
6251,56,South,50,1,71.01,51.51,6,56,0,2,0,0
6252,29,West,37,0,93.98,26.52,4,30,1,2,0,0
6253,33,North,39,1,103.28,43.26,9,80,1,0,0,0
6254,48,North,22,0,63.03,24.2,2,33,3,1,0,0
6255,32,South,16,1,80.45,25.88,4,42,2,1,0,0
6256,25,North,19,0,69.98,21.6,5,59,1,0,0,0
6257,53,North,57,1,100.94,46.79,14,66,0,2,0,0
6258,57,South,70,0,80.94,22.89,11,33,1,0,0,0
6259,59,South,6,1,72.38,31.27,10,49,4,0,0,1
6260,71,North,39,0,63.9,24.97,9,7,1,4,0,0
6261,25,East,34,1,117.2,31.88,6,29,1,0,0,0
6262,42,West,40,1,100.84,44.55,5,26,1,1,0,0
6263,31,East,17,1,122.29,50.08,9,32,5,4,0,0
6264,69,South,1,1,86.07,35.05,6,4,1,1,0,0
6265,48,North,15,1,96.33,39.32,10,58,0,1,0,0
6266,23,North,13,1,70.58,42.78,8,45,1,2,0,0
6267,57,East,4,0,58.73,25.87,2,56,0,3,0,0
6268,20,East,26,1,94.09,27.98,5,57,0,0,0,0
6269,33,North,49,1,94.94,31.72,10,69,2,5,0,0
6270,59,North,69,1,107.53,38.3,7,8,1,2,1,0
6271,46,South,47,0,89.8,28.15,2,36,2,0,1,0
6272,61,South,13,0,73.1,10.66,2,78,1,3,1,0
6273,50,West,26,0,52.95,21.51,3,19,0,5,0,0
6274,66,North,22,1,95.26,29.1,7,72,1,3,0,0
6275,50,North,16,0,76.3,32.06,6,60,0,1,0,0
6276,21,South,71,0,86.65,19.41,5,32,1,2,0,0
6277,22,North,47,0,73.12,21.31,4,27,1,2,1,0
6278,62,North,35,0,84.12,21.03,2,53,2,2,0,0
6279,20,South,32,1,57.4,41.33,6,67,0,0,0,0
6280,39,South,23,0,71.53,32.75,2,97,2,2,0,1
6281,18,North,30,0,99.52,28.95,5,55,2,1,0,0
6282,35,East,46,1,64.05,43.85,5,75,1,2,0,0
6283,51,South,66,1,125.34,44.88,6,2,1,1,0,0
6284,27,North,36,1,106.17,20.52,7,55,0,0,0,0
6285,44,West,14,0,45.43,29.74,3,88,1,7,0,0
6286,74,South,68,0,101.81,22.04,4,23,2,5,0,0
6287,22,West,23,1,106.52,24.95,9,43,1,1,0,0
6288,21,West,6,0,45.35,22.44,6,34,0,1,0,0
6289,33,South,39,1,88.89,40.85,5,63,2,4,1,1
6290,65,North,57,1,108.89,46.64,8,4,3,2,0,0
6291,41,West,19,0,84.17,14.24,1,40,1,0,1,0
6292,54,South,20,0,61.88,29.95,4,58,0,3,0,0
6293,19,North,21,0,69.87,40.73,6,58,1,2,1,0
6294,59,East,58,0,79.03,39.65,5,33,0,2,0,0
6295,21,South,68,0,94.37,2.0,3,97,2,1,0,0
6296,58,West,61,1,126.2,52.43,4,75,3,1,0,0
6297,26,East,17,1,90.09,42.69,9,56,2,2,0,0
6298,66,West,61,1,105.14,16.54,11,39,2,0,0,0
6299,34,East,22,1,90.51,28.87,7,26,0,0,1,0
6300,28,East,62,0,78.99,35.06,2,77,1,3,0,0
6301,37,South,71,1,100.58,37.88,6,77,1,3,0,0
6302,18,West,51,0,103.55,20.41,1,39,0,3,0,0
6303,27,West,68,1,138.57,35.53,6,50,1,0,0,0
6304,52,West,11,1,58.63,39.37,5,43,1,1,1,0
6305,35,East,47,1,112.23,30.37,3,45,1,0,1,0
6306,38,East,4,0,74.88,23.98,4,76,0,0,1,0
6307,64,North,47,0,65.32,32.18,3,17,1,3,0,0
6308,25,West,25,1,85.42,29.39,8,77,1,2,1,1
6309,40,North,69,1,105.84,24.14,6,81,1,3,0,0
6310,28,North,36,1,126.51,29.9,11,8,1,2,0,0
6311,45,South,55,0,112.29,17.89,5,21,1,0,0,0
6312,36,East,22,1,77.18,30.16,8,17,1,1,0,0
6313,20,East,6,1,61.11,21.18,4,49,0,2,0,0
6314,22,North,53,0,98.09,26.88,5,68,0,2,1,0
6315,66,North,16,1,96.16,41.94,5,45,1,0,0,0
6316,21,North,52,0,104.66,18.51,9,59,2,1,0,0
6317,62,South,33,1,80.61,29.78,3,54,1,0,0,0
6318,70,North,70,0,105.85,23.5,0,91,2,5,0,1
6319,44,East,26,0,62.02,17.71,7,89,0,5,0,0
6320,35,North,29,0,83.85,32.87,1,38,1,4,0,0
6321,62,South,53,1,105.94,27.89,10,42,0,5,0,1
6322,73,South,56,0,116.51,20.79,1,78,0,4,0,0
6323,24,South,9,0,71.21,18.89,1,68,0,1,0,0
6324,72,West,53,0,81.79,33.06,2,32,1,1,0,0
6325,71,North,35,1,99.57,33.15,7,36,0,6,0,0
6326,26,South,71,0,93.99,40.94,7,49,0,1,0,0
6327,21,East,45,0,65.18,27.83,5,94,1,3,0,0
6328,58,North,55,1,136.37,44.27,7,57,3,0,0,0
6329,22,West,25,0,96.48,22.41,4,85,1,5,0,1
6330,52,West,21,0,67.86,17.46,4,21,1,0,0,1
6331,21,East,56,1,118.5,34.73,3,87,0,2,0,0
6332,57,West,2,0,91.77,19.57,2,42,1,6,0,0
6333,31,South,42,0,99.55,9.01,2,69,1,3,0,0
6334,23,South,69,0,89.89,33.11,3,7,2,3,0,0
6335,21,North,71,0,94.18,25.26,4,10,1,4,0,0
6336,28,North,51,1,79.74,29.4,4,48,0,4,0,0
6337,48,North,36,1,109.62,38.01,10,61,0,0,0,0
6338,22,South,58,0,107.64,25.38,4,76,1,8,1,1
6339,63,South,2,1,99.75,46.28,3,66,1,0,0,0
6340,52,North,57,1,119.02,38.46,9,46,4,5,0,0
6341,34,East,14,0,72.29,23.74,3,36,1,8,0,0
6342,74,North,53,0,71.53,30.55,6,80,3,1,1,0
6343,55,South,25,1,97.3,34.71,6,58,2,1,1,0
6344,56,North,54,1,97.53,36.47,7,37,2,2,0,1
6345,27,East,43,0,89.38,34.81,4,86,1,7,0,1
6346,58,South,66,1,101.54,25.65,5,17,0,0,0,0
6347,49,East,56,1,115.78,28.09,8,22,3,1,0,0
6348,74,North,65,1,132.35,31.65,9,69,2,0,0,0
6349,45,South,11,0,71.16,22.82,3,81,2,4,0,1
6350,56,West,27,1,98.43,44.25,5,32,3,3,0,0
6351,37,North,32,0,89.7,13.68,2,68,2,4,0,0
6352,20,South,3,1,108.06,34.76,3,24,1,3,0,0
6353,25,North,2,0,59.39,20.59,6,18,0,4,0,0
6354,67,North,3,0,69.32,38.6,4,44,2,3,0,0
6355,60,South,55,0,110.17,32.07,3,1,1,4,1,0
6356,38,North,32,0,86.04,26.91,6,54,2,5,0,0
6357,57,South,54,0,56.96,32.75,2,33,0,2,1,0
6358,18,West,60,1,99.27,24.44,2,14,0,4,0,0
6359,20,North,3,0,72.77,41.22,3,50,0,4,1,1
6360,46,North,61,1,104.5,28.27,7,55,3,2,0,0
6361,53,West,17,0,90.11,35.06,2,16,0,2,1,0
6362,71,South,29,1,122.37,39.41,6,25,1,0,0,0
6363,61,West,69,0,85.65,27.11,1,56,1,2,0,0
6364,32,South,22,0,55.51,34.72,5,8,0,3,0,0
6365,64,East,67,0,88.08,32.97,2,67,1,5,0,0
6366,46,West,36,0,71.72,25.86,3,92,0,1,1,0
6367,65,North,1,0,83.54,21.63,5,53,2,4,0,1
6368,27,West,60,1,94.47,35.98,7,80,2,1,0,0
6369,19,East,4,1,93.14,34.18,11,72,1,2,0,0
6370,21,West,46,1,123.82,37.83,6,80,0,3,0,1
6371,74,North,33,0,88.79,33.16,1,79,1,3,0,0
6372,22,South,10,0,71.55,28.75,7,56,0,1,0,0
6373,71,North,37,0,76.07,26.48,0,10,0,4,1,0
6374,59,West,26,0,100.73,19.77,4,55,1,3,0,1
6375,26,North,7,1,79.82,37.6,6,54,1,1,0,0
6376,67,North,40,1,114.22,21.43,6,25,3,0,0,0
6377,26,West,4,1,79.62,28.62,6,36,0,1,0,0
6378,26,South,39,1,71.87,39.85,11,66,1,1,0,0
6379,50,East,17,0,64.46,32.08,5,66,4,1,2,1
6380,34,South,59,1,107.16,34.83,4,26,0,1,0,0
6381,34,East,68,1,111.85,36.61,10,69,0,0,0,0
